Ticker,Sigma_E
SBIBANK,0.29947798156390404
BANKBARODA,0.3958677091970294
CANBK,0.39989182140027235
HDFCBANK,0.2463206105056225
ICICIBANK,0.2860652447255181
AXISBANK,0.32290686796029294
KOTAKBANK,0.26751450412492067
INDUSINDBK,0.429140217945884
BAJFINANCE,0.34202163880867875
PNB,0.3943633513330205
