Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2019-11-28 00:00:00+05:30,752.2999877929688,755.6500244140625,745.75,750.5999755859375,747.4789428710938,9235443,0.0,0.0
2019-11-29 00:00:00+05:30,749.9000244140625,756.3499755859375,736.5,739.0499877929688,735.9769897460938,12674173,0.0,0.0
2019-12-02 00:00:00+05:30,739.25,746.0,737.3499755859375,744.2999877929688,741.2052612304688,8285491,0.0,0.0
2019-12-03 00:00:00+05:30,744.9500122070312,744.9500122070312,730.6500244140625,733.4000244140625,730.3505859375,5408215,0.0,0.0
2019-12-04 00:00:00+05:30,732.8499755859375,747.0,729.2999877929688,739.8499755859375,736.773681640625,8016237,0.0,0.0
2019-12-05 00:00:00+05:30,743.0,745.0,725.2999877929688,729.25,726.2177734375,8151690,0.0,0.0
2019-12-06 00:00:00+05:30,732.7999877929688,735.25,715.0,717.5999755859375,714.6162109375,7458610,0.0,0.0
2019-12-09 00:00:00+05:30,713.4500122070312,733.9000244140625,710.0,732.0,728.9563598632812,8977174,0.0,0.0
2019-12-10 00:00:00+05:30,731.0,734.7999877929688,714.0,715.7000122070312,712.7240600585938,7625748,0.0,0.0
2019-12-11 00:00:00+05:30,711.5,722.4000244140625,709.0499877929688,716.5499877929688,713.570556640625,8266375,0.0,0.0
2019-12-12 00:00:00+05:30,719.0,725.2999877929688,715.1500244140625,722.0999755859375,719.097412109375,5519774,0.0,0.0
2019-12-13 00:00:00+05:30,725.5999755859375,754.8499755859375,725.0,752.0,748.8731689453125,14834140,0.0,0.0
2019-12-16 00:00:00+05:30,752.25,754.7000122070312,746.2000122070312,747.25,744.1428833007812,7286003,0.0,0.0
2019-12-17 00:00:00+05:30,747.5999755859375,756.5,741.3499755859375,745.6500244140625,742.5496215820312,9788065,0.0,0.0
2019-12-18 00:00:00+05:30,745.7999877929688,748.5499877929688,737.5999755859375,741.8499755859375,738.7654418945312,6678420,0.0,0.0
2019-12-19 00:00:00+05:30,743.0999755859375,750.0,740.6500244140625,742.5499877929688,739.4624633789062,8400708,0.0,0.0
